PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30160-94,50,475,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30160-94,60,495,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30160-94,70,515,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30160-94,F,675,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30160-94,I,735,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,10,700,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,20,740,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,30,770,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,40,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,50,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,60,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,70,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,F,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-54,I,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,100,1900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,200,1940,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,300,1990,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,400,2035,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,500,2080,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,600,2125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,700,2170,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,800,2220,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-01,M,2760,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,100,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,200,1840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,300,1890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,400,1935,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,500,1980,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,600,2025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,700,2070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,800,2120,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-03,M,2525,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,100,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,200,1640,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,300,1690,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,400,1735,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,500,1780,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,600,1825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,700,1870,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,800,1920,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-07,M,2325,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,100,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,200,1640,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,300,1690,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,400,1735,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,500,1780,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,600,1825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,700,1870,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,800,1920,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-08,M,2325,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,100,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,200,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,300,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,400,885,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,500,930,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,600,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,700,1020,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,800,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-09,M,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,100,600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,200,640,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,300,690,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,400,735,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,500,780,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,600,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,700,870,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,800,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-10,M,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,100,1350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,200,1390,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,300,1440,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,400,1485,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,500,1530,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,600,1575,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,700,1620,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,800,1670,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-14,M,2075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,100,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,200,1340,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,300,1390,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,400,1435,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,500,1480,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,600,1525,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,700,1570,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,800,1620,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-15,M,2025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,100,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,200,1340,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,300,1390,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,400,1435,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,500,1480,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,600,1525,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,700,1570,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,800,1620,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-16,M,2025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,100,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,200,1240,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,300,1290,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,400,1335,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,500,1380,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,600,1425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,700,1470,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,800,1520,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-35,M,1925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,100,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,200,1240,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,300,1290,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,400,1335,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,500,1380,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,600,1425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,700,1470,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,800,1520,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-36,M,1925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,100,400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,200,420,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,300,435,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,400,450,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,500,460,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,600,470,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,700,480,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,800,490,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-64,M,620,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,100,430,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,200,450,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,300,465,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,400,480,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,500,490,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,600,500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,700,510,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,800,520,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-74,M,650,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,100,1900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,200,1940,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,300,1990,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,400,2035,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,500,2080,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,600,2125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,700,2170,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,800,2220,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-86,M,2625,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,100,1900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,200,1940,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,300,1990,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,400,2035,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,500,2080,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,600,2125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,700,2170,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,800,2220,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-87,M,2625,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,100,2000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,200,2040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,300,2090,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,400,2135,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,500,2180,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,600,2225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,700,2270,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,800,2320,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-S3,M,2860,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,100,65,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,200,70,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,300,75,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,400,80,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,500,90,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,600,100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,700,110,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,800,115,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-65,M,140,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,100,70,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,200,75,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,300,80,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,400,85,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,500,95,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,600,105,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,700,115,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,800,120,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-66,M,145,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,100,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,200,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,300,915,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,400,960,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,500,1005,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,600,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,700,1095,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,800,1145,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SC,M,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,100,675,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,200,715,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,300,765,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,400,810,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,500,855,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,600,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,700,945,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,800,995,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-SS,M,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,100,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,200,1015,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,300,1065,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,400,1110,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,500,1155,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,600,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,700,1245,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,800,1295,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DC,M,1750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,100,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,200,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,300,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,400,910,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,500,955,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,600,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,700,1045,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,800,1095,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DS,M,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,100,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,200,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,300,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,400,885,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,500,930,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,600,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,700,1020,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,800,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DR,M,1475,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,100,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,200,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,300,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,400,885,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,500,930,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,600,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,700,1020,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,800,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DL,M,1475,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,100,725,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,200,765,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,300,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,400,860,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,500,905,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,600,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,700,995,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,800,1045,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-DA,M,1450,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,100,1075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,200,1115,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,300,1165,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,400,1210,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,500,1255,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,600,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,700,1345,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,800,1395,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QC,M,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,100,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,200,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,300,890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,400,935,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,500,980,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,600,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,700,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,800,1120,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QS,M,1650,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,100,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,200,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,300,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,400,910,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,500,955,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,600,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,700,1045,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,800,1095,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QR,M,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,100,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,200,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,300,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,400,910,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,500,955,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,600,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,700,1045,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,800,1095,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QL,M,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,100,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,200,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,300,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,400,885,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,500,930,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,600,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,700,1020,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,800,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-QA,M,1475,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,100,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,200,1540,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,300,1590,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,400,1635,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,500,1680,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,600,1725,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,700,1770,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,800,1820,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-01,M,2410,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,100,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,200,940,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,300,990,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,400,1035,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,500,1080,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,600,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,700,1170,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,800,1220,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-02,M,1575,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,100,1375,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,200,1415,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,300,1465,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,400,1510,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,500,1555,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,600,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,700,1645,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,800,1695,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-03,M,2150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,100,1275,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,200,1315,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,300,1365,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,400,1410,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,500,1455,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,600,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,700,1545,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,800,1595,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-07,M,2050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,100,1275,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,200,1315,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,300,1365,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,400,1410,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,500,1455,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,600,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,700,1545,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,800,1595,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-08,M,2050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,100,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,200,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,300,890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,400,935,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,500,980,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,600,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,700,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,800,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-09,M,1250,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,100,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,200,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,300,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,400,910,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,500,955,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,600,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,700,1045,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,800,1075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-10,M,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,100,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,200,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,300,915,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,400,960,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,500,1005,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,600,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,700,1095,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,800,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-11,M,1275,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-12,100,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37159-12,200,865,,,,,,,,,,,,,,,,,,
