,PriceList,Catalog,GradeGroup,Price
3353,UFMX 1711E V5,37159-09,700,970
3354,UFMX 1711E V5,37159-09,800,1000
3356,UFMX 1711E V5,37159-10,100,675
3357,UFMX 1711E V5,37159-10,200,715
3358,UFMX 1711E V5,37159-10,300,765
3359,UFMX 1711E V5,37159-10,400,810
3360,UFMX 1711E V5,37159-10,500,855
3361,UFMX 1711E V5,37159-10,600,900
3362,UFMX 1711E V5,37159-10,700,945
3363,UFMX 1711E V5,37159-10,800,975
3365,UFMX 1711E V5,37159-11,100,725
3366,UFMX 1711E V5,37159-11,200,765
3367,UFMX 1711E V5,37159-11,300,815
3368,UFMX 1711E V5,37159-11,400,860
3369,UFMX 1711E V5,37159-11,500,905
3370,UFMX 1711E V5,37159-11,600,950
3371,UFMX 1711E V5,37159-11,700,995
3372,UFMX 1711E V5,37159-11,800,1025
3374,UFMX 1711E V5,37159-12,100,725
3375,UFMX 1711E V5,37159-12,200,765
3376,UFMX 1711E V5,37159-12,300,815
3377,UFMX 1711E V5,37159-12,400,860
3378,UFMX 1711E V5,37159-12,500,905
3379,UFMX 1711E V5,37159-12,600,950
3380,UFMX 1711E V5,37159-12,700,995
3381,UFMX 1711E V5,37159-12,800,1025
3383,UFMX 1711E V5,37159-14,100,1100
3384,UFMX 1711E V5,37159-14,200,1140
3385,UFMX 1711E V5,37159-14,300,1190
3386,UFMX 1711E V5,37159-14,400,1235
3387,UFMX 1711E V5,37159-14,500,1280
3388,UFMX 1711E V5,37159-14,600,1325
3389,UFMX 1711E V5,37159-14,700,1370
3390,UFMX 1711E V5,37159-14,800,1420
3392,UFMX 1711E V5,37159-15,100,900
3393,UFMX 1711E V5,37159-15,200,940
3394,UFMX 1711E V5,37159-15,300,990
3395,UFMX 1711E V5,37159-15,400,1035
3396,UFMX 1711E V5,37159-15,500,1080
3397,UFMX 1711E V5,37159-15,600,1125
3398,UFMX 1711E V5,37159-15,700,1170
3399,UFMX 1711E V5,37159-15,800,1220
3401,UFMX 1711E V5,37159-16,100,900
3402,UFMX 1711E V5,37159-16,200,940
3403,UFMX 1711E V5,37159-16,300,990
3404,UFMX 1711E V5,37159-16,400,1035
3405,UFMX 1711E V5,37159-16,500,1080
3406,UFMX 1711E V5,37159-16,600,1125
3407,UFMX 1711E V5,37159-16,700,1170
3408,UFMX 1711E V5,37159-16,800,1220
3410,UFMX 1711E V5,37159-17,100,950
3411,UFMX 1711E V5,37159-17,200,990
3412,UFMX 1711E V5,37159-17,300,1040
3413,UFMX 1711E V5,37159-17,400,1085
3414,UFMX 1711E V5,37159-17,500,1130
3415,UFMX 1711E V5,37159-17,600,1175
3416,UFMX 1711E V5,37159-17,700,1220
3417,UFMX 1711E V5,37159-17,800,1270
3419,UFMX 1711E V5,37159-18,100,950
3420,UFMX 1711E V5,37159-18,200,990
3421,UFMX 1711E V5,37159-18,300,1040
3422,UFMX 1711E V5,37159-18,400,1085
3423,UFMX 1711E V5,37159-18,500,1130
3424,UFMX 1711E V5,37159-18,600,1175
3425,UFMX 1711E V5,37159-18,700,1220
3426,UFMX 1711E V5,37159-18,800,1270
3428,UFMX 1711E V5,37159-35,100,900
3429,UFMX 1711E V5,37159-35,200,940
3430,UFMX 1711E V5,37159-35,300,990
3431,UFMX 1711E V5,37159-35,400,1035
3432,UFMX 1711E V5,37159-35,500,1080
3433,UFMX 1711E V5,37159-35,600,1125
3434,UFMX 1711E V5,37159-35,700,1170
3435,UFMX 1711E V5,37159-35,800,1220
3437,UFMX 1711E V5,37159-36,100,900
3438,UFMX 1711E V5,37159-36,200,940
3439,UFMX 1711E V5,37159-36,300,990
3440,UFMX 1711E V5,37159-36,400,1035
3441,UFMX 1711E V5,37159-36,500,1080
3442,UFMX 1711E V5,37159-36,600,1125
3443,UFMX 1711E V5,37159-36,700,1170
3444,UFMX 1711E V5,37159-36,800,1220
3446,UFMX 1711E V5,37159-86,100,1300
3447,UFMX 1711E V5,37159-86,200,1340
3448,UFMX 1711E V5,37159-86,300,1390
3449,UFMX 1711E V5,37159-86,400,1435
3450,UFMX 1711E V5,37159-86,500,1480
3451,UFMX 1711E V5,37159-86,600,1525
3452,UFMX 1711E V5,37159-86,700,1570
3453,UFMX 1711E V5,37159-86,800,1620
3455,UFMX 1711E V5,37159-87,100,1300
3456,UFMX 1711E V5,37159-87,200,1340
3457,UFMX 1711E V5,37159-87,300,1390
3458,UFMX 1711E V5,37159-87,400,1435
3459,UFMX 1711E V5,37159-87,500,1480
3460,UFMX 1711E V5,37159-87,600,1525
3461,UFMX 1711E V5,37159-87,700,1570
3462,UFMX 1711E V5,37159-87,800,1620
3464,UFMX 1711E V5,37159-92,100,1200
3465,UFMX 1711E V5,37159-92,200,1240
3466,UFMX 1711E V5,37159-92,300,1290
3467,UFMX 1711E V5,37159-92,400,1335
3468,UFMX 1711E V5,37159-92,500,1380
3469,UFMX 1711E V5,37159-92,600,1425
3470,UFMX 1711E V5,37159-92,700,1470
3471,UFMX 1711E V5,37159-92,800,1520
3473,UFMX 1711E V5,37159-94,100,450
3474,UFMX 1711E V5,37159-94,200,470
3475,UFMX 1711E V5,37159-94,300,485
3476,UFMX 1711E V5,37159-94,400,500
3477,UFMX 1711E V5,37159-94,500,510
3478,UFMX 1711E V5,37159-94,600,520
3479,UFMX 1711E V5,37159-94,700,530
3480,UFMX 1711E V5,37159-94,800,540
3482,UFMX 1711E V5,37160-SC,100,825
3483,UFMX 1711E V5,37160-SC,200,865
3484,UFMX 1711E V5,37160-SC,300,915
3485,UFMX 1711E V5,37160-SC,400,960
3486,UFMX 1711E V5,37160-SC,500,1005
3487,UFMX 1711E V5,37160-SC,600,1050
3488,UFMX 1711E V5,37160-SC,700,1095
3489,UFMX 1711E V5,37160-SC,800,1145
3491,UFMX 1711E V5,37160-SS,100,725
3492,UFMX 1711E V5,37160-SS,200,765
3493,UFMX 1711E V5,37160-SS,300,815
3494,UFMX 1711E V5,37160-SS,400,860
3495,UFMX 1711E V5,37160-SS,500,905
3496,UFMX 1711E V5,37160-SS,600,950
3497,UFMX 1711E V5,37160-SS,700,995
3498,UFMX 1711E V5,37160-SS,800,1045
3500,UFMX 1711E V5,37160-DC,100,975
3501,UFMX 1711E V5,37160-DC,200,1015
3502,UFMX 1711E V5,37160-DC,300,1065
3503,UFMX 1711E V5,37160-DC,400,1110
3504,UFMX 1711E V5,37160-DC,500,1155
3505,UFMX 1711E V5,37160-DC,600,1200
3506,UFMX 1711E V5,37160-DC,700,1245
3507,UFMX 1711E V5,37160-DC,800,1295
3509,UFMX 1711E V5,37160-DS,100,825
3510,UFMX 1711E V5,37160-DS,200,865
3511,UFMX 1711E V5,37160-DS,300,915
3512,UFMX 1711E V5,37160-DS,400,960
3513,UFMX 1711E V5,37160-DS,500,1005
3514,UFMX 1711E V5,37160-DS,600,1050
3515,UFMX 1711E V5,37160-DS,700,1095
3516,UFMX 1711E V5,37160-DS,800,1145
3518,UFMX 1711E V5,37160-DR,100,625
3519,UFMX 1711E V5,37160-DR,200,665
3520,UFMX 1711E V5,37160-DR,300,715
3521,UFMX 1711E V5,37160-DR,400,760
3522,UFMX 1711E V5,37160-DR,500,805
3523,UFMX 1711E V5,37160-DR,600,850
3524,UFMX 1711E V5,37160-DR,700,895
3525,UFMX 1711E V5,37160-DR,800,945
3527,UFMX 1711E V5,37160-DL,100,700
3528,UFMX 1711E V5,37160-DL,200,740
3529,UFMX 1711E V5,37160-DL,300,790
3530,UFMX 1711E V5,37160-DL,400,835
3531,UFMX 1711E V5,37160-DL,500,880
3532,UFMX 1711E V5,37160-DL,600,925
3533,UFMX 1711E V5,37160-DL,700,970
3534,UFMX 1711E V5,37160-DL,800,1020
3536,UFMX 1711E V5,37160-DA,100,675
3537,UFMX 1711E V5,37160-DA,200,715
3538,UFMX 1711E V5,37160-DA,300,765
3539,UFMX 1711E V5,37160-DA,400,810
3540,UFMX 1711E V5,37160-DA,500,855
3541,UFMX 1711E V5,37160-DA,600,900
3542,UFMX 1711E V5,37160-DA,700,945
3543,UFMX 1711E V5,37160-DA,800,995
3545,UFMX 1711E V5,37160-QC,100,1025
3546,UFMX 1711E V5,37160-QC,200,1065
3547,UFMX 1711E V5,37160-QC,300,1115
3548,UFMX 1711E V5,37160-QC,400,1160
3549,UFMX 1711E V5,37160-QC,500,1205
3550,UFMX 1711E V5,37160-QC,600,1250
3551,UFMX 1711E V5,37160-QC,700,1295
3552,UFMX 1711E V5,37160-QC,800,1345
3554,UFMX 1711E V5,37160-QS,100,875
3555,UFMX 1711E V5,37160-QS,200,915
3556,UFMX 1711E V5,37160-QS,300,965
3557,UFMX 1711E V5,37160-QS,400,1010
3558,UFMX 1711E V5,37160-QS,500,1055
3559,UFMX 1711E V5,37160-QS,600,1100
3560,UFMX 1711E V5,37160-QS,700,1145
3561,UFMX 1711E V5,37160-QS,800,1195
3563,UFMX 1711E V5,37160-QR,100,650
3564,UFMX 1711E V5,37160-QR,200,690
3565,UFMX 1711E V5,37160-QR,300,740
3566,UFMX 1711E V5,37160-QR,400,785
3567,UFMX 1711E V5,37160-QR,500,830
3568,UFMX 1711E V5,37160-QR,600,875
3569,UFMX 1711E V5,37160-QR,700,920
3570,UFMX 1711E V5,37160-QR,800,970
3572,UFMX 1711E V5,37160-QL,100,725
3573,UFMX 1711E V5,37160-QL,200,765
3574,UFMX 1711E V5,37160-QL,300,815
3575,UFMX 1711E V5,37160-QL,400,860
3576,UFMX 1711E V5,37160-QL,500,905
3577,UFMX 1711E V5,37160-QL,600,950
3578,UFMX 1711E V5,37160-QL,700,995
3579,UFMX 1711E V5,37160-QL,800,1045
3581,UFMX 1711E V5,37160-QA,100,700
3582,UFMX 1711E V5,37160-QA,200,740
3583,UFMX 1711E V5,37160-QA,300,790
3584,UFMX 1711E V5,37160-QA,400,835
3585,UFMX 1711E V5,37160-QA,500,880
3586,UFMX 1711E V5,37160-QA,600,925
3587,UFMX 1711E V5,37160-QA,700,970
3588,UFMX 1711E V5,37160-QA,800,1020
3590,UFMX 1711E V5,37160-01,100,1400
3591,UFMX 1711E V5,37160-01,200,1440
3592,UFMX 1711E V5,37160-01,300,1490
3593,UFMX 1711E V5,37160-01,400,1535
3594,UFMX 1711E V5,37160-01,500,1580
3595,UFMX 1711E V5,37160-01,600,1625
3596,UFMX 1711E V5,37160-01,700,1670
3597,UFMX 1711E V5,37160-01,800,1720
3599,UFMX 1711E V5,37160-02,100,800
3600,UFMX 1711E V5,37160-02,200,840
3601,UFMX 1711E V5,37160-02,300,890
3602,UFMX 1711E V5,37160-02,400,935
3603,UFMX 1711E V5,37160-02,500,980
3604,UFMX 1711E V5,37160-02,600,1025
3605,UFMX 1711E V5,37160-02,700,1070
3606,UFMX 1711E V5,37160-02,800,1120
3608,UFMX 1711E V5,37160-03,100,1275
3609,UFMX 1711E V5,37160-03,200,1315
3610,UFMX 1711E V5,37160-03,300,1365
3611,UFMX 1711E V5,37160-03,400,1410
3612,UFMX 1711E V5,37160-03,500,1455
3613,UFMX 1711E V5,37160-03,600,1500
3614,UFMX 1711E V5,37160-03,700,1545
3615,UFMX 1711E V5,37160-03,800,1595
3617,UFMX 1711E V5,37160-07,100,1175
3618,UFMX 1711E V5,37160-07,200,1215
3619,UFMX 1711E V5,37160-07,300,1265
3620,UFMX 1711E V5,37160-07,400,1310
3621,UFMX 1711E V5,37160-07,500,1355
3622,UFMX 1711E V5,37160-07,600,1400
3623,UFMX 1711E V5,37160-07,700,1445
3624,UFMX 1711E V5,37160-07,800,1495
3626,UFMX 1711E V5,37160-08,100,1175
3627,UFMX 1711E V5,37160-08,200,1215
3628,UFMX 1711E V5,37160-08,300,1265
3629,UFMX 1711E V5,37160-08,400,1310
3630,UFMX 1711E V5,37160-08,500,1355
3631,UFMX 1711E V5,37160-08,600,1400
3632,UFMX 1711E V5,37160-08,700,1445
3633,UFMX 1711E V5,37160-08,800,1495
3635,UFMX 1711E V5,37160-09,100,700
3636,UFMX 1711E V5,37160-09,200,740
3637,UFMX 1711E V5,37160-09,300,790
3638,UFMX 1711E V5,37160-09,400,835
3639,UFMX 1711E V5,37160-09,500,880
3640,UFMX 1711E V5,37160-09,600,925
3641,UFMX 1711E V5,37160-09,700,970
3642,UFMX 1711E V5,37160-09,800,1000
3644,UFMX 1711E V5,37160-10,100,675
3645,UFMX 1711E V5,37160-10,200,715
3646,UFMX 1711E V5,37160-10,300,765
3647,UFMX 1711E V5,37160-10,400,810
3648,UFMX 1711E V5,37160-10,500,855
3649,UFMX 1711E V5,37160-10,600,900
3650,UFMX 1711E V5,37160-10,700,945
3651,UFMX 1711E V5,37160-10,800,975
3653,UFMX 1711E V5,37160-11,100,725
3654,UFMX 1711E V5,37160-11,200,765
3655,UFMX 1711E V5,37160-11,300,815
3656,UFMX 1711E V5,37160-11,400,860
3657,UFMX 1711E V5,37160-11,500,905
3658,UFMX 1711E V5,37160-11,600,950
3659,UFMX 1711E V5,37160-11,700,995
3660,UFMX 1711E V5,37160-11,800,1025
3662,UFMX 1711E V5,37160-12,100,725
3663,UFMX 1711E V5,37160-12,200,765
3664,UFMX 1711E V5,37160-12,300,815
3665,UFMX 1711E V5,37160-12,400,860
3666,UFMX 1711E V5,37160-12,500,905
3667,UFMX 1711E V5,37160-12,600,950
3668,UFMX 1711E V5,37160-12,700,995
3669,UFMX 1711E V5,37160-12,800,1025
3671,UFMX 1711E V5,37160-14,100,1100
3672,UFMX 1711E V5,37160-14,200,1140
3673,UFMX 1711E V5,37160-14,300,1190
3674,UFMX 1711E V5,37160-14,400,1235
3675,UFMX 1711E V5,37160-14,500,1280
3676,UFMX 1711E V5,37160-14,600,1325
3677,UFMX 1711E V5,37160-14,700,1370
3678,UFMX 1711E V5,37160-14,800,1420
3680,UFMX 1711E V5,37160-15,100,900
3681,UFMX 1711E V5,37160-15,200,940
3682,UFMX 1711E V5,37160-15,300,990
3683,UFMX 1711E V5,37160-15,400,1035
3684,UFMX 1711E V5,37160-15,500,1080
3685,UFMX 1711E V5,37160-15,600,1125
3686,UFMX 1711E V5,37160-15,700,1170
3687,UFMX 1711E V5,37160-15,800,1220
3689,UFMX 1711E V5,37160-16,100,900
3690,UFMX 1711E V5,37160-16,200,940
3691,UFMX 1711E V5,37160-16,300,990
3692,UFMX 1711E V5,37160-16,400,1035
3693,UFMX 1711E V5,37160-16,500,1080
3694,UFMX 1711E V5,37160-16,600,1125
3695,UFMX 1711E V5,37160-16,700,1170
3696,UFMX 1711E V5,37160-16,800,1220
3698,UFMX 1711E V5,37160-17,100,950
3699,UFMX 1711E V5,37160-17,200,990
3700,UFMX 1711E V5,37160-17,300,1040
3701,UFMX 1711E V5,37160-17,400,1085
3702,UFMX 1711E V5,37160-17,500,1130
3703,UFMX 1711E V5,37160-17,600,1175
3704,UFMX 1711E V5,37160-17,700,1220
3705,UFMX 1711E V5,37160-17,800,1270
3707,UFMX 1711E V5,37160-18,100,950
3708,UFMX 1711E V5,37160-18,200,990
3709,UFMX 1711E V5,37160-18,300,1040
3710,UFMX 1711E V5,37160-18,400,1085
3711,UFMX 1711E V5,37160-18,500,1130
3712,UFMX 1711E V5,37160-18,600,1175
3713,UFMX 1711E V5,37160-18,700,1220
3714,UFMX 1711E V5,37160-18,800,1270
3716,UFMX 1711E V5,37160-35,100,900
3717,UFMX 1711E V5,37160-35,200,940
3718,UFMX 1711E V5,37160-35,300,990
3719,UFMX 1711E V5,37160-35,400,1035
3720,UFMX 1711E V5,37160-35,500,1080
3721,UFMX 1711E V5,37160-35,600,1125
3722,UFMX 1711E V5,37160-35,700,1170
3723,UFMX 1711E V5,37160-35,800,1220
3725,UFMX 1711E V5,37160-36,100,900
3726,UFMX 1711E V5,37160-36,200,940
3727,UFMX 1711E V5,37160-36,300,990
3728,UFMX 1711E V5,37160-36,400,1035
3729,UFMX 1711E V5,37160-36,500,1080
3730,UFMX 1711E V5,37160-36,600,1125
3731,UFMX 1711E V5,37160-36,700,1170
3732,UFMX 1711E V5,37160-36,800,1220
3734,UFMX 1711E V5,37160-86,100,1300
3735,UFMX 1711E V5,37160-86,200,1340
3736,UFMX 1711E V5,37160-86,300,1390
3737,UFMX 1711E V5,37160-86,400,1435
3738,UFMX 1711E V5,37160-86,500,1480
3739,UFMX 1711E V5,37160-86,600,1525
3740,UFMX 1711E V5,37160-86,700,1570
3741,UFMX 1711E V5,37160-86,800,1620
3743,UFMX 1711E V5,37160-87,100,1300
3744,UFMX 1711E V5,37160-87,200,1340
3745,UFMX 1711E V5,37160-87,300,1390
3746,UFMX 1711E V5,37160-87,400,1435
3747,UFMX 1711E V5,37160-87,500,1480
3748,UFMX 1711E V5,37160-87,600,1525
3749,UFMX 1711E V5,37160-87,700,1570
3750,UFMX 1711E V5,37160-87,800,1620
3752,UFMX 1711E V5,37160-92,100,1200
3753,UFMX 1711E V5,37160-92,200,1240
3754,UFMX 1711E V5,37160-92,300,1290
3755,UFMX 1711E V5,37160-92,400,1335
3756,UFMX 1711E V5,37160-92,500,1380
3757,UFMX 1711E V5,37160-92,600,1425
3758,UFMX 1711E V5,37160-92,700,1470
3759,UFMX 1711E V5,37160-92,800,1520
3761,UFMX 1711E V5,37160-94,100,450
3762,UFMX 1711E V5,37160-94,200,470
3763,UFMX 1711E V5,37160-94,300,485
3764,UFMX 1711E V5,37160-94,400,500
3765,UFMX 1711E V5,37160-94,500,510
3766,UFMX 1711E V5,37160-94,600,520
3767,UFMX 1711E V5,37160-94,700,530
3768,UFMX 1711E V5,37160-94,800,540
